id,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25
8416,11906,8420,110,746,24016,44297,9028,1689,2457,42726,14553,269,16958,175,8867,12715,9487,3110,12501,22342,42186,3083,8195,22013,43329
11054,29251,15730,28156,16934,31507,1610,77571,62463,6116,7520,27059,11008,59066,711,11542,10130,55123,32043,26791,24257,26291,13850,122289,343,13891
851,21876,72086,26167,1834,838,40639,91217,44705,22613,75151,33015,10478,57575,78256,40505,12280,907,14347,39314,2924,453,14742,4916,8043,37302
24453,33214,41974,9008,12502,22356,9271,11983,10396,61752,26282,45671,3085,39391,57855,10948,71754,15209,18835,18161,9618,38509,21538,20423,8850,9593
18254,24113,10385,28569,8592,9452,11686,18417,696,11862,11561,12185,242,703,10440,31121,12704,11510,475,43742,29005,268,7095,79306,14742,20857
56235,85778,11907,63945,62204,14002,838,40220,27150,50562,83500,11655,12520,658,25749,1831,332,14822,29973,14271,682,12280,19124,31151,14742,2924
20123,1075,48217,11902,19004,2086,2134,36819,28732,139405,66034,16633,125717,1645,311,27591,57575,70687,120,34941,10569,110479,22501,12144,40751,335
16642,11336,10973,205054,291861,15800,20862,2255,29067,9032,6520,1049,114,4806,4824,3133,5689,8741,12702,47070,19513,84586,10683,14285,10312,26789
2593,2114,10363,1448,19931,78657,34574,168283,23954,17612,10674,72086,32636,147,17281,4483,20682,41225,356054,16958,8867,12715,8420,2457,9487,110
42020,9367,42114,20115,170767,65749,51722,8818,9691,253632,90148,2057,43775,17402,48781,22048,4203,24587,6644,145925,5,2469,10501,9342,12527,28308
3086,11422,11816,23685,2094,16535,996,17887,10467,50001,34574,10668,21355,9825,16110,2140,10660,10223,1689,15144,22527,596,389,53092,37853,10390
16305,32255,40001,62127,41007,9825,3086,10390,9745,314352,28296,10801,12599,10991,25670,42518,12233,5925,11372,2021,125587,42233,168535,11331,95963,43510
32255,16305,3078,25670,12233,3086,10390,42233,9745,115,62127,9079,37094,42158,41659,10687,10731,1547,11934,1551,33379,415,96288,134,11557,12472
48797,38191,9823,2759,17642,271462,32332,121940,816,16307,22527,32059,2277,31682,574,865,11591,9383,10787,9739,13820,10163,3529,1092,11234,1955
19997,21734,4175,32275,17965,15,11536,53092,759,10297,21468,1092,6715,32911,62185,42758,239,10653,154821,125537,16211,10668,17529,22342,993,15983
3767,43455,43136,11393,41417,10998,10264,12560,2259,75,51352,37135,248,11,1892,14580,1891,24103,859,59585,9465,12235,43742,9281,16618,11674
17352,10768,22692,81442,20391,39940,37853,40885,31681,20455,2990,10803,13850,9473,20343,2307,21538,40773,11478,11510,15209,18041,74340,24470,101383,29572
535,12476,35569,9033,10998,4478,10068,9769,2291,31083,11223,32020,10784,16885,62677,33374,8336,54405,21721,39424,12508,11663,6396,29475,30379,268
2731,21311,1959,10546,28463,19426,16,37616,7305,12478,77936,61651,8843,60670,98505,36344,9464,110428,6312,2441,11654,33828,9305,49935,784,124614
1654,576,551,15919,19042,28978,11694,47817,39314,10723,17585,16121,244,11380,31681,31935,9059,9686,26386,43329,31642,17691,20391,18935,9425,682
31043,11050,10445,2623,10525,75151,11851,31618,23439,473,1073,6415,24016,2133,11955,11858,14242,46686,16121,10246,1644,9427,31924,19513,25221,32331
14831,29048,12105,704,26723,9531,11113,11,1892,525,26959,11568,66473,40867,11209,33245,41946,8769,22915,11064,10220,8536,2609,2620,29372,1891
658,18228,1669,117,506,89,681,41006,2075,682,9702,9619,56235,9802,11978,17339,11362,6520,11851,280,39473,253,31947,2118,10551,660
657,53234,47947,1669,660,10170,226229,117,646,506,89,19736,41006,108365,24266,3049,215373,9802,6520,11851,31945,2134,10551,658,36819,710
646,65632,1669,660,226229,117,506,89,47947,657,19736,41006,108365,3049,5971,9802,6520,24266,11851,31945,2134,215373,10551,658,10170,36819
5689,11336,20794,682,18990,32513,105,33245,47070,16642,165,14822,10122,196,707,16307,19382,14550,84116,34996,15121,25147,8536,200383,10395,621
391,429,938,9559,688,55372,125548,33,20391,8879,21866,66,11901,48894,5551,10354,15393,10747,15489,17689,10015,10650,335,56162,311,3543
8052,1965,17941,10862,23570,1934,68274,1213,18074,10215,3573,9410,9889,41469,39787,8447,334,9749,2108,14441,4995,19076,704,31582,31044,9602
772,771,1578,18391,9054,31643,13982,16297,15139,10377,49788,20173,52770,9749,85242,10052,13466,26719,10280,41579,59930,9272,40095,11011,14291,159569
65448,77350,903,18264,288173,65452,12639,31703,16288,15007,16417,11220,101,55479,10548,43777,864,47620,1363,70282,35813,415072,10336,10534,38809,19380
65452,118098,31498,65448,56088,1052,17203,10013,34584,4133,10340,50091,59181,11827,6974,10766,11955,955,25087,1369,8536,154,11586,15158,10216,10576
31650,85247,1411,9717,73969,3080,28288,28966,31530,68427,27985,20681,31618,10655,6623,10647,8656,348,9740,11976,2770,1541,4105,20309,13757,12793
73575,24405,73482,17447,985,11697,9102,278939,20334,15752,32600,10380,11307,33743,18462,9277,100914,71067,4437,578,73969,1580,3083,11780,3076,567
302579,44326,27993,2185,6950,913,9386,340210,17664,922,407992,25128,62422,547,19157,30180,35200,24254,17711,15170,10427,9604,16121,49763,1669,1880
550,1535,819,4477,161,807,4476,10909,4967,297,47686,11371,628,6073,1592,293,62127,45325,37302,73,9445,24584,88893,63437,56162,17539
97537,29372,260,75889,12519,35161,20540,825,17661,11076,9450,24929,14280,10612,10452,9945,13776,23730,20283,1406,49935,124475,52366,23449,10401,10412
12220,10170,10436,10950,9302,10875,9037,2655,30500,3784,7300,2321,66599,30943,16406,9909,11134,66588,9586,14347,11593,918,9374,11220,30815,146
1610,634,11054,15730,5333,31507,28156,16934,77571,11954,6283,11397,63639,43342,48958,343,122289,229,176841,13891,10592,13850,2787,11528,12559,1713
53151,63076,7863,9283,10586,847,20306,11969,291731,54968,9306,10537,28387,414,53765,19958,31583,10003,20713,15556,21299,9837,14370,8870,11899,52770
42881,627,215875,12229,9873,16820,4639,21719,48287,23531,28597,2292,583,20697,9586,9623,117,40880,20857,27327,281289,888,12611,6075,10142,2210
29064,30379,10784,249882,9417,39176,54575,5769,10803,66597,38618,563,1103,41946,150043,11223,8336,29475,249,9558,33374,12476,49788,679,11663,11082
404,38557,1999,3133,46732,51763,34760,215875,16769,7340,15983,26956,125587,36915,15940,9438,476,10135,218473,1955,125317,1725,638,985,124829,793
42196,6037,10765,14334,39391,15196,37853,54850,9403,32513,10034,5332,197,9737,59797,32499,49763,40480,17044,429,12143,33214,10029,9964,13533,8583
36819,762,583,9267,1669,117,506,89,41006,11938,12145,623,14506,68,177,681,983,11834,19736,139405,63,9096,13764,10551,8850,11527
42726,8420,110,48750,2457,9028,8416,9103,13666,10222,269,175,125548,10449,16958,12715,166,4825,8867,9487,25005,61651,21137,12501,185191,17466
9343,8672,19267,57976,9028,170767,28198,88893,11698,215373,9057,11710,12616,35650,49799,30964,20064,655,31023,1628,27378,69851,14906,11900,37920,10232
16858,11780,34053,10730,9576,12524,48259,11027,66588,14577,3526,13939,42087,57834,17941,31978,91217,28313,34299,50043,2107,16299,10784,17612,36797,26602
42006,31439,297645,37557,30265,10404,47694,10997,10451,10387,36210,2114,19931,10674,100914,16121,302579,8741,12663,10796,1050,2140,10427,2085,9604,10142
11562,18423,522,11086,11686,696,11561,703,10440,19200,30890,9686,2639,11485,11337,11448,11302,9684,10569,11624,18975,8217,11374,143299,16096,9446
10496,9886,563,20307,9448,29154,50819,9285,19259,16620,65460,161070,13533,26689,9517,154,174,78373,5894,315,16958,3073,8867,12715,26661,8420
16162,25462,20322,19489,27322,9600,29461,1398,20213,6217,10466,13482,124057,682,32049,16307,1883,8922,316098,36555,125124,18990,41823,14136,14794,1831
8649,319,638,47199,9678,2074,2212,2033,10072,9802,28732,10651,2039,11296,754,65134,39180,55306,11355,10307,21849,1873,828,11815,87190,8130
31306,27526,14805,46029,17402,11300,3525,8818,10990,9691,253632,90148,15785,2057,48781,4203,5,2469,36136,51787,8986,15867,17971,14195,6116,2990
10563,4234,4233,4232,11068,9079,1812,29193,14342,23333,2069,1832,21148,2058,41952,2321,23439,23223,241058,9342,857,489,765,710,10249,39934
14484,83500,23531,116844,48260,11347,10646,17015,11962,10560,2057,36434,32047,45905,18331,18603,9255,14412,28308,57240,6520,251,32146,11223,4722,44772
214735,2768,34314,12584,33762,9101,10423,33668,910,19317,19931,4281,69605,10351,33657,2255,9032,10691,15104,9354,11158,20348,16375,22102,10117,27723
94857,52961,15785,5780,35201,1939,9880,69928,37853,12614,9781,34106,28774,32595,43488,15121,19158,29794,124834,8076,433,75888,64567,27103,316098,39953
32043,29251,11542,7520,62463,59066,10130,26791,711,11054,6116,55123,27059,24257,11008,26291,11879,11186,27958,814,11863,9552,64166,9873,21,16820
15247,11831,13346,6552,9896,12919,13166,993,983,8545,10141,497,11527,11318,20713,303693,2360,12101,11955,28628,11037,26441,28737,31465,35868,1633
29251,24257,62463,7520,59066,711,21,11054,11542,10130,27059,6116,9333,55123,11008,32043,26791,26291,18734,11593,44497,5854,11974,30815,918,9374
5548,5549,5550,10306,11607,17984,62488,10442,9663,27958,6521,10858,862,863,15875,11561,68924,9647,24645,9469,85,696,10971,11686,28176,703
5549,5548,5550,10306,11607,17984,62488,10442,9663,1891,15875,27958,6521,10858,85,863,862,11561,68924,9647,24645,9469,696,14372,29143,23069
856,105,165,196,22345,14550,13554,36357,41974,15139,400,21032,32855,43488,9255,71067,682,43510,707,47199,125498,14822,15121,10395,18990,8536
38772,85325,26953,1793,98502,28043,24808,10001,14271,9425,91217,62695,13446,11478,81442,27327,10866,15789,5919,36355,9800,261,704,29243,11300,17127
699,52366,13562,5781,707,1779,19664,11286,9103,24197,10938,682,198,43832,1902,691,709,708,330,253,698,8984,18282,251,9740,9397
709,28059,47070,707,708,29723,10696,18420,10938,9717,25212,12628,315,98491,17894,168535,1645,47493,699,19933,31504,2038,31583,22597,13791,595
253,1623,23847,682,1779,19664,9619,11286,9103,17339,11362,29067,658,707,280,681,39473,31947,2118,34388,10823,8337,6028,33344,691,103489
13511,11113,22292,36259,2182,64871,66473,11415,1091,27452,8337,26959,10972,11654,64382,16081,17971,32567,7300,692,36943,9909,903,10984,82623,19204
660,25739,10794,5486,1669,226229,117,646,506,89,47947,657,19736,41006,108365,3049,9802,6520,24266,11851,31945,2134,215373,10551,658,10170
46798,33518,11895,11062,1091,17971,27526,39890,10911,54933,32047,795,9447,11654,9770,18420,23954,28732,20457,1406,2171,17170,22479,193103,2666,11310
11377,51179,9457,25128,9523,9824,15856,2575,4518,4415,26484,141,9594,7863,10876,89522,19483,16380,18801,99008,37843,2924,11415,85247,75889,2124
26149,12158,1883,281,10384,31357,20565,15765,10557,40962,9819,52744,10391,150043,659,12102,12186,33644,606,2259,13818,11596,12502,10397,4234,4233
492,854,11103,8067,12656,9563,12520,4327,9095,18856,859,544,36914,36758,52780,10110,124614,18129,11062,13403,24016,1701,9444,2028,35144,41823
108346,10052,59930,2021,68545,37835,16081,8428,42486,9748,47574,26889,16347,106837,9607,249358,1831,97805,332,41969,671,21734,136311,14506,11893,21056
98480,3537,9593,10502,3981,31955,21873,6282,10723,600,261246,29185,10530,53119,40841,26744,126152,197,15171,267188,279,11541,11003,90762,9678,18168
128,38047,2493,22586,5879,26531,19101,9880,43475,37345,9301,812,11688,23685,37949,530,11970,10386,808,123,12335,2114,36107,22500,19933,10137
46286,15122,13685,10833,2182,62994,11001,8584,8835,24913,9398,10808,11844,1499,39507,53685,15037,53879,9967,21719,310431,2925,9336,12628,8007,9442
8672,57976,9028,9343,28198,88893,11698,30964,11710,12616,49799,20064,655,27378,1628,9057,11900,37920,10232,34379,77985,33367,11911,6217,29471,32049
8056,8583,6373,9476,2666,34106,299121,49645,11517,845,38548,11893,583,41276,11305,10142,184885,15267,11983,11896,28353,6522,52961,249,29048,47818
2020,53113,18451,15477,2123,10480,634,16780,26949,415,9475,44308,25750,38223,10634,89861,6346,9263,2613,58372,15489,39934,25739,77825,61813,47608
9481,3558,10428,9679,2057,1995,9944,18555,9800,55058,9665,41817,867,10493,8470,31004,9869,9411,10003,19124,9882,9271,10684,9331,8512,8963
9008,9271,11983,45671,1813,238,9366,3784,949,40628,453,10412,98,8592,12502,42314,70581,15198,20423,10396,37218,24453,15209,10174,22356,33214
14242,10471,11528,44490,31043,20721,32686,2105,3179,103960,22796,11397,1779,15489,13539,19513,46686,124636,33525,124837,13818,11000,12502,10395,10056,607
16129,13915,60855,12764,1645,193103,10478,36536,632,1688,4916,9749,10437,85160,24153,2453,14140,10895,26949,22328,96196,1641,2064,29076,6435,19760
104103,41878,86369,8293,11257,10613,4485,44705,76857,71754,54795,45609,7452,26889,10461,8860,10419,1485,18215,9816,18555,255546,22597,23618,12280,77074
11489,23383,967,10518,11876,16241,5001,110428,269,12593,175,104931,993,67385,223,196940,42237,117500,21488,18929,80677,25512,78568,36040,115872,266
28145,17887,8337,606,10236,34574,187851,9576,27841,596,9638,11860,26378,12618,11963,37233,11223,11943,16146,33374,8336,9749,10437,24977,31924,11422
51371,32600,33015,32628,961,10385,788,268,14742,31638,6878,24113,18417,696,25059,11862,40772,11561,703,11686,242,71402,10440,11970,18254,34838
18111,1694,59797,10779,3073,26661,9586,9333,61813,29251,56088,11974,18734,11593,5854,50627,918,9374,40867,97,12211,44497,30815,8810,56934,4958
31361,5241,10002,11503,9531,21921,9085,11899,11176,10276,23805,14900,11064,29739,14839,31563,41417,31556,11068,11185,11353,955,10806,630,9285,20697
11223,4780,9540,249,8737,10673,2649,8984,23518,8336,37094,33374,402,10998,11038,32499,993,24748,34604,30379,1965,2362,4105,18691,1859,940
16281,17918,790,4488,12724,14628,10648,106129,37291,38545,16288,29228,29787,10349,22167,10331,66473,32767,11415,2182,36259,11359,7300,27452,11286,30157
16288,26484,33667,43258,18444,903,27452,99479,18264,33155,16281,22660,288173,51044,31703,65448,66473,7300,11415,12639,2182,2428,11223,9638,36943,9909
1694,18111,59797,10779,3073,18256,26661,9333,61813,29251,56088,11974,18734,11593,5854,918,9374,40867,97,12211,44497,9586,30815,8810,11973,50627
476,9438,10135,36915,577,218473,489,15983,125587,15940,11844,26956,9281,56583,108312,10162,118052,381,9745,521,567,10390,744,711,19158,288
37094,8470,12280,10126,9422,2119,240,32031,2895,11335,694,41852,10673,11223,249,28120,8737,139408,21887,8656,42121,10731,949,31582,1645,1551
13555,3309,84586,41671,41638,11954,16337,609,193,30062,30497,32636,11870,14578,83857,29030,10607,15875,25673,27791,888,2291,2280,39074,50463,10992
961,51371,32600,33015,32628,15506,10385,268,125317,14742,18417,24113,696,11862,242,11561,703,11686,11970,10440,18254,76083,186705,12280,14550,364
73969,28966,85247,3080,28288,31530,31650,68427,10136,11215,12187,9013,39891,196280,61416,8077,49471,39406,127973,46498,33250,109479,12472,12129,20006,24153
24831,77670,38982,11549,10052,19855,10019,25562,8973,617,75555,41952,8491,24525,8494,12506,397,9631,167,619,768,13697,8438,15764,37144,11974
64963,164,5652,10671,17691,301,16211,66473,299,16096,36943,14908,7300,11415,9909,903,2182,10747,42597,36259,143,16249,27452,8388,26408,36929
85160,9749,65046,632,10478,13915,52770,4916,10437,1688,2453,24153,10895,14140,22328,16129,16384,957,84499,9638,10280,10766,16146,931,13762,34077
25560,77915,8095,396,11586,9314,198469,31151,10865,25673,57575,30547,10264,9531,16158,261,36614,47333,41160,268,869,6003,10510,10368,141489,522
21610,17585,526,78,42258,19124,23599,38925,1367,1371,1374,78149,9972,9691,10461,2142,9350,1370,2636,1368,9333,9739,11228,1369,9618,1375
11878,11712,11953,31681,5879,346,11645,44662,49096,30304,9764,13889,36095,139,1678,149,8470,2163,2649,249,2924,11062,37094,867,10671,9945
11510,54405,28569,18254,8592,9452,12185,10162,81442,24113,12704,11542,11586,31121,475,31947,16550,29005,43742,40773,10823,9552,15919,64166,39473,28377
11234,2102,9433,2669,40505,35201,9570,9342,274,13795,44412,170430,14052,28047,4476,43194,849,2108,297,12101,10906,871,11422,161070,11594,171857
957,16384,12110,10156,36929,12626,10776,9354,11158,35233,3034,84499,10345,36234,37718,33250,27265,12186,27223,11072,24918,31955,3981,30197,8005,24452
11886,9325,10112,9279,17207,24977,10345,16084,87078,220,453,8986,14285,2923,47493,27681,10657,110513,26890,48958,78076,11361,49453,81310,59733,9078
37853,75888,11422,3086,11816,39391,76464,94857,11697,18041,81442,29946,42196,143750,5925,596,23685,37410,39940,11071,20391,59585,5652,17352,41852,43037
62204,11655,902,56235,838,49948,4958,40220,2383,27150,192,78802,83500,12520,853,14002,332,25749,1831,29649,9103,50562,168283,978,269,12280
11040,475,829,30547,10937,8744,17414,912,11963,75641,28614,10774,9651,879,12704,10551,29143,5924,9770,10047,15660,18264,380,37146,3110,687
21849,828,9062,19819,319,8649,47199,638,65134,55306,9678,2074,2212,11815,2033,10651,10072,87190,24212,28569,41038,49688,220,654,33667,702
1621,11933,2617,620,9612,2978,9099,47302,8916,25697,25520,525,11568,30168,11353,23752,2779,150,12120,9085,808,9602,306,17159,10747,6522
14035,620,2978,10890,33519,713,14839,2142,13787,982,44535,11051,29911,36606,43103,32669,38909,9493,6280,12499,9397,11566,6068,23618,9593,31037
40771,39473,31947,33344,24929,9619,280,10823,23069,21299,13567,18935,38802,1369,682,19317,165,10869,11862,34388,240,17339,10895,658,28387,6028
40772,788,31638,6878,51371,25059,71402,34838,40820,25562,31083,34322,27767,55059,34299,12919,17362,639,9300,24257,216794,9585,29572,13681,40842,36943
40773,13704,985,15142,49338,81442,13818,11857,30285,881,32308,11077,15602,14475,13783,9504,1547,3309,26261,17443,22586,9889,32669,665,38766,2383
11498,10549,10705,3036,63639,76857,11790,11971,11704,4975,9466,40154,51352,20967,12488,13791,32144,51333,10501,101860,11966,10971,8854,10785,14295,29959
11790,3036,9440,24077,1245,4584,63639,76857,10549,10705,11971,11498,9466,47018,40154,51352,25994,13783,13791,12488,32144,51333,10501,13766,101860,3573
29371,68170,2005,843,18764,8984,290157,251,11286,19214,120077,18282,19664,9465,6440,9740,330,44772,9397,48311,11472,29242,4478,62677,10545,1779
276635,802,22342,39875,2383,10173,10013,63105,32502,18086,3980,10489,32636,9313,15875,2280,10676,888,25673,10992,83857,10646,12714,9849,50463,22318
47941,30180,77,8870,40490,8388,18990,177,39891,11966,7341,7340,3079,9749,15489,26261,11419,11107,11977,14628,2086,11153,5825,49792,19489,11418
29048,14831,12105,26723,704,9531,22490,11778,25430,41946,42780,249,17664,10110,10142,24481,28295,10242,11859,31642,11209,15267,525,5923,8391,935
19052,1052,42724,17915,609,88863,11133,55,11005,177,16406,27327,77064,28308,11545,812,20762,340210,16337,29492,30943,19848,10117,2604,293,41007
21349,101,10564,15050,40160,221,11881,9441,287,26269,50203,23954,1705,32059,36685,16340,10149,39391,28569,22994,25296,10585,30265,49788,32590,1725
1832,857,489,23439,10220,11975,1641,7450,14013,4958,21355,577,36943,15256,1213,56583,108312,35122,77332,221917,617,2193,2255,11525,9473,67307
10047,879,10551,12704,9770,5924,44853,318,11040,380,37247,586,10699,10153,3116,9576,10518,6950,31546,12102,31582,10312,21991,41469,18,175
10228,12599,10991,10494,1891,43475,105,165,196,1857,47816,16340,15655,14444,16508,8438,6520,15789,20455,28614,2925,8336,1368,249,11223,20701
47692,39934,31606,1774,15413,25538,21032,12704,26964,20156,642,40687,10217,47199,41817,856,10002,9607,22913,60005,12596,95682,3172,95,2895,1365
18561,10279,8741,37691,124853,27141,27593,1624,42087,11215,26964,27396,1939,1049,22292,26791,4824,4203,42848,9531,31703,39428,26789,1592,15983,2362
144953,83500,1542,15497,19267,12238,168485,30062,134,9945,31225,23730,8769,525,10220,2609,11568,29372,10956,10144,13776,37820,753,1580,11219,4975
37426,3077,229,29067,30346,3103,15849,51787,28043,9423,43715,11234,2157,2666,11797,331,32595,8217,2924,867,17664,29393,10774,26953,123,18086
51787,10547,3077,32146,73135,10399,28774,13681,14328,38548,873,16176,10785,909,32628,14805,27526,31306,940,167738,229,14794,26719,20334,9820,30346
11663,29475,10397,47585,635,1775,11223,8336,33374,249,62677,8818,21721,10784,12280,32031,131957,29064,22660,30379,535,73079,12104,6396,42186,2107
13485,13320,3080,28288,31530,66473,29376,13368,17661,9967,26603,21299,16508,34077,24086,8913,14906,11777,11360,13465,28216,25445,183,804,10170,14778
9289,4985,36536,193103,704,5919,11478,18444,81442,808,27327,95963,13446,10866,36355,261,35233,17127,150,9361,47871,10987,32847,11353,34388,10122
9264,11495,47608,11003,601,10552,33680,11355,12257,41282,11091,9454,9716,34106,50001,7341,11976,8831,18222,65501,18220,543,112,184885,11415,19736
18222,11962,37536,12589,14052,183,10906,14585,9264,18220,19348,9367,38560,11575,12614,918,12502,9660,10396,52961,11843,142132,69928,32488,12478,164
124853,10279,18561,8741,37691,27141,198,97805,34043,136311,11893,14506,303693,3512,21056,24254,4104,25557,16306,15031,507,29076,32081,33245,45864,32049
11165,10364,389,13482,34582,9560,115872,62364,124645,124475,9610,9626,56162,88727,5923,173,11209,1370,10801,1368,139,16096,11837,522,9531,2667
4203,8818,9691,90148,253632,2469,2057,17402,48781,5,9342,28308,20761,31306,46029,8068,1911,22048,24587,145925,2654,27593,1624,4307,8223,99
24226,26648,11337,47588,985,4973,47333,14832,32622,5919,261,31924,10774,61416,10551,12660,15171,968,20540,45712,32047,4916,9277,389,16508,11873
88875,39775,5922,966,52780,27841,261,5919,429,1850,17474,9659,16307,32261,31583,11873,41590,9277,14557,16508,27461,990,28029,24226,168283,11593
11379,4437,1788,9350,13764,139405,8989,10134,28628,5548,41588,5549,14372,525,14506,38558,9102,8769,10220,12611,47908,2609,8011,11568,2759,29372
29154,20307,9448,10496,16620,16052,161070,9517,5894,3073,26661,226229,39467,34714,80713,38722,9285,47260,73,11455,11314,93350,39929,4967,11891,22356
2039,9802,11296,754,12518,1701,795,10427,8649,10660,10013,5994,8688,8224,451,378,9679,7091,35650,1722,32855,9058,912,24735,17443,42787
77915,8095,25560,396,9314,11586,31151,10865,25673,32499,57575,261,9531,20758,13665,268,2769,33668,16158,64382,10510,17281,41160,26044,162,141489
11943,606,10236,607,9922,13824,10637,11963,9277,642,75793,210307,8487,9576,547,11860,8043,9737,602,12618,37233,34101,9798,8489,39314,28145
11481,1485,30202,4918,16,93946,22796,21132,12635,20115,44258,2770,2668,9443,46027,805,120,9273,622,829,28156,10531,10497,11654,10675,124614
2690,284,10322,22414,30285,11050,40001,118098,1888,10882,15602,37230,9504,18683,26531,32484,11072,29887,65046,28345,6620,32640,632,239,18299,252
20565,2892,1883,26149,19562,12158,10384,281,31357,10557,21500,15104,60276,15765,29251,24257,18734,33644,11306,9333,1945,41357,26203,10130,21,16769
27141,10050,10279,18561,8741,37691,10868,9359,32027,14612,125498,124853,42486,11308,2788,32924,15855,30666,66035,11521,90214,39314,33367,123047,9614,9348
10399,32146,497,14328,28774,13681,18168,10547,51787,22777,19378,644,9684,1873,9977,39180,14794,167738,89522,8391,26719,319,9820,275,56077,8973
90762,11902,141,261246,14741,98480,49981,1847,36819,9531,8850,9824,14822,13764,2134,43475,11551,8536,39314,24264,1924,10336,1649,530,19736,10326
2668,93946,162,522,29572,4918,1485,22796,21132,20115,12635,11481,44258,2770,9443,46027,120,869,9273,11586,268,922,77915,8095,622,2086
36643,39964,38621,50512,21370,10163,1039,55107,710,9619,714,2575,15764,28975,913,12559,11306,2171,1945,26203,154821,10130,16769,3309,2897,31563
99,4307,26333,22230,48862,3175,65749,9058,63020,8223,47504,4203,22073,37667,267,51321,18971,12489,500,2469,21253,869,705,124625,172923,365371
159569,65203,15752,47908,18603,113286,77571,66092,31657,771,51763,168283,12257,9073,9089,78133,32331,79306,772,11076,59232,30175,24257,17037,14002,9714
77010,1627,46748,37949,840,17961,21588,19426,2042,25005,8074,10925,147,197537,24920,24929,10331,1716,4973,269,1628,14283,175,20967,47295,33828
25898,11385,28597,19379,41946,35292,13549,41841,16307,139058,32611,11532,77908,141210,85247,3080,10673,28288,73969,31530,10858,10155,6106,12233,31650,28966
9647,9663,24645,27958,85,19357,10925,27932,65015,13962,28736,862,863,15875,10858,10276,68924,6521,5548,9469,696,5550,703,11561,5549,10306
11787,11697,20334,52470,2142,17447,10380,19490,40206,985,73575,13787,713,14839,10668,44535,33519,15752,982,14035,11051,3086,37410,29911,11422,43103
5156,24167,19137,61461,4789,48149,49935,8367,12659,949,36094,586,11238,10722,68,635,1597,65460,18929,46748,9346,24382,1607,69848,2762,1718
24276,41852,9387,13794,34615,27273,13466,26748,17949,22733,16158,9040,11718,27745,39406,820,16249,57834,178,10731,32574,20723,5503,29946,53879,8845
11953,11712,11878,11830,11645,30304,5879,346,9764,13889,10142,11422,31642,49096,10479,21876,197,8737,9361,10110,36095,2024,5925,10655,13783,10839
44662,346,31681,11712,11878,24746,16672,4816,139,2669,29372,11422,967,31642,11416,11969,11209,10479,21876,10971,665,197,11443,8737,9361,1955
29005,31121,12185,26941,907,931,28569,18254,8592,9452,79306,52961,220,62463,76083,5780,2665,9880,2654,69928,12312,76,71,10973,291861,507
26371,509,22279,11347,10154,11232,29946,41160,11306,36657,43795,44705,11472,7227,981,9705,10497,14040,12519,15497,900,10766,712,15515,10612,143750
596,17887,2124,3086,11422,11816,28580,678,26282,31102,1978,16633,3598,35066,8069,38618,31924,36758,24735,6488,36094,466,29204,31657,43345,23685
52470,10911,14612,2897,127602,2760,13562,17971,19490,40206,11787,2171,1091,10162,11381,12538,49721,28732,20457,23945,13997,46798,14267,10668,8337,39406
20334,11697,10380,17447,985,73575,15752,195,29946,1859,426,3083,18264,1580,143750,567,2006,574,93,18702,1585,16176,11787,5652,198,38548
11393,10264,12560,2259,75,10998,51352,37135,9465,59585,859,12235,3767,11674,43455,41417,77223,38718,9302,9277,10481,606,10236,586,642,547
31121,12185,29005,26941,907,931,28569,18254,8592,9452,52961,62463,220,9880,5780,76,69928,291861,12312,71,2654,507,10973,18892,76083,2665
293,1535,10117,63945,78802,819,4477,550,161,40926,15856,22102,2360,24560,56428,4975,9277,606,10236,19052,642,547,12505,297,235,4476
10998,11393,10264,12560,2259,75,51352,37135,12235,859,59585,3767,9465,41417,43455,11674,77223,38718,535,10481,11223,2291,249,8737,10673,4478
12235,1644,31924,50116,8348,25188,25189,11674,10998,11393,10264,12560,75,2259,51352,37135,1073,31593,43488,177,9663,115,10730,22160,178,167
36094,949,68,586,1597,635,1607,524,769,1598,17887,1578,11005,9013,8195,819,52744,103,11371,9566,11778,39787,5971,11416,9535,311
9013,12187,33250,12472,36094,949,68,586,1597,635,40687,12129,10136,1607,287991,524,46498,1598,39891,769,196280,8077,61416,49471,35206,73969
11005,177,812,949,36094,68,586,635,27327,1597,13,11335,11000,33518,7095,16406,11597,2277,879,11545,788,12499,10207,38295,77064,2493
59820,9549,12623,2614,18551,12160,9820,18402,47585,11296,8818,34053,624,2042,20283,11028,8840,2107,10871,10559,42186,10467,2134,74692,9748,11543
2924,867,9423,12241,9945,18550,18069,8838,10396,12502,9623,10635,9638,114719,21873,4011,9536,838,2613,16146,600,9618,889,8850,10948,50562
177,11005,812,11000,50116,1644,31924,16406,7095,13,11597,27327,2277,879,25188,2493,11545,12499,788,12235,8348,28308,11335,10207,38295,77064
38557,1999,404,3133,46732,34760,51763,215875,16769,7340,31955,3981,10530,10502,197,75892,25221,12505,11816,235,2669,12110,10345,10264,9359,8834
42087,11215,10730,12524,48259,9576,11780,34053,66588,16858,11027,18561,38558,39406,2277,9977,35119,35463,10493,8413,17474,76891,35796,42518,11592,21484
13681,10547,28774,26719,14328,32146,10399,788,51787,31638,25059,6878,9820,14794,167738,203829,47889,40820,25562,34322,73067,11593,34299,26269,9585,94260
