id,actor_1_name,actor_2_name,actor_3_name,director_name
149362,,,,
78531,James Abourezk,Warren Beatty,Chip Berlet,Stephen Vittoria
288158,Helen McCrory,Jeremy Irvine,Phoebe Fox,Tom Harper
68352,Jeremy Brett,Edward Hardwicke,Raymond Adamson,Brian Mills
126432,Yûzô Kayama,Yôko Tsukasa,Mitsuko Kusabue,Mikio Naruse
203534,Jeff Garlin,Max Wright,Mindy Rickles,Jeff Garlin
20177,Justin Whalin,Sam Lloyd,Ryan McPartlin,Ray Griggs
62934,Elijah Wood,Danny McBride,Susan Sarandon,Adam Yauch
84209,Elliott Gould,Robert Blake,Allen Garfield,Peter Hyams
116723,Craig Roberts,Imogen Poots,Kevin McKidd,Simon Aboud
3057,Luke Goss,Alec Newman,Julie Delpy,Kevin Connor
125458,Patrick Swayze,Philip Casnoff,Kirstie Alley,Kevin Connor
199591,Michael Keaton,Michelle Monaghan,Andrew W. Walker,Joseph Ruben
24023,Jakob Eklund,Joel Kinnaman,Mikael Tornving,Anders Nilsson
24026,Jakob Eklund,Joel Kinnaman,Mikael Tornving,Anders Nilsson
11752,Emilia Schüle,Selina Shirin Müller,Henriette Nagel,Ute Wieland
142563,,,,PES
157301,,,,Minkyu Lee
9755,Joe Lando,Dominic Zamprogna,Natassia Malthe,Matthew Hastings
123634,Aaron C. Peer,Charlie Alberto,Joan Alberto,Aaron C. Peer
8767,Jean-Paul Belmondo,Raquel Welch,Dany Saval,Claude Zidi
43629,Jeremy Theobald,,,Christopher Nolan
187156,,,,Shane O'Sullivan
241287,Lana Del Rey,Shaun Ross,,Anthony Mandler
774,,,,Louis Lumière
163250,Stephen King,,,Laurent Bouzereau
261207,,,,Laurent Bouzereau
37775,Carlo Verdone,Elena Fabrizi,Mario Brega,Carlo Verdone
37768,Carlo Verdone,Eleonora Giorgi,Mario Brega,Carlo Verdone
37777,Carlo Verdone,Natasha Hovey,Florinda Bolkan,Carlo Verdone
59040,Carlo Verdone,Enrico Montesano,Massimo Boldi,Carlo Verdone
23273,Carlo Verdone,Alberto Sordi,Mario Brega,Carlo Verdone
62491,Carlo Verdone,Ornella Muti,Elena Sofia Ricci,Carlo Verdone
56825,Carlo Verdone,Christian De Sica,Nancy Brilli,Carlo Verdone
60014,Carlo Verdone,Federico Rizzo,Barbara Cupisti,Carlo Verdone
56551,Carlo Verdone,Margherita Buy,Elisabetta Pozzi,Carlo Verdone
58189,Carlo Verdone,Asia Argento,Aldo Maccione,Carlo Verdone
56804,Carlo Verdone,Veronica Pivetti,Claudia Gerini,Carlo Verdone
58081,Carlo Verdone,Claudia Gerini,Mino Reitano,Carlo Verdone
42674,Carlo Verdone,Regina Orioli,Paolo Triestino,Carlo Verdone
44933,Carlo Verdone,Beppe Fiorello,Marit Nissen,Carlo Verdone
22728,Laura Morante,Carlo Verdone,Stefania Rocca,Carlo Verdone
43544,Carlo Verdone,Anita Caprioli,Stefano Pesce,Carlo Verdone
38327,Carlo Verdone,Silvio Muccino,Ana Caterina Morariu,Carlo Verdone
20414,Carlo Verdone,Claudia Gerini,Eva Riccobono,Carlo Verdone
36298,Carlo Verdone,Laura Chiatti,Angela Finocchiaro,Carlo Verdone
93855,Carlo Verdone,Pierfrancesco Favino,Marco Giallini,Carlo Verdone
267573,Cha Seung-won,Esom,Oh Jung-se,Jang Jin
221437,Ayaka Komatsu,Makoto Togashi,Toru Tezuka,SABU
255456,Carlo Verdone,Paola Cortellesi,Tea Falco,Carlo Verdone
43477,Carol Channing,Eddie Bracken,Alan Reed,John Wilson
261768,Garrett Hedlund,Richard Jenkins,Jessica Brown Findlay,Andrew Levitas
199925,Ebizo Ichikawa,Kou Shibasaki,Hideaki Ito,Takashi Miike
211710,,,,Andrzej Munk
267872,LaMonta Caldwell,Sterling Jones,Dan Kearney,Sebastian Junger
38187,Clive Owen,Stellan Skarsgård,Lois Smith,Alejandro González Iñárritu
30091,Clive Owen,Jamie Harris,Brian Smyj,Ang Lee
38183,Clive Owen,Tomás Milián,,John Frankenheimer
38190,Clive Owen,Don Cheadle,F. Murray Abraham,Joe Carnahan
51939,Clive Owen,Gary Oldman,James Brown,Tony Scott
38185,Clive Owen,Maury Chaykin,Kathryn Morris,John Woo
251555,Ivan Massagué,Patricia Conde,Guillermo Crehueras,Tom Fernández
132601,Drake Bell,Andy Dick,Busy Philipps,Mark A.Z. Dippé Taedong Park
84197,Resmine Atis,Baby Bash,David Bianchi,Michael D. Olmos Youssef Delara
137079,Amr Waked,Farah Youssef,Salah Hanafy,Ibrahim El-Batout
21447,Carmelo Gómez,Aitana Sánchez-Gijón,,Imanol Uribe
14749,Bill Fagerbakke,Diedrich Bader,Kevin Weisman,Robert Vince
298935,Connie Nielsen,Jonathan Sadowski,Sara Paxton,J.C. Khoury
293861,Natalie Knepp,Alexandra Turshen,Lucas Salvagno,Meredith Edwards
51213,Jean-Paul Belmondo,Bernard Blier,Marie-France Pisier,Henri Verneuil
55316,Jean Gabin,Dany Carrel,André Pousse,Georges Lautner
44522,Jean Gabin,Madeleine Robinson,Franck Villard,Gilles Grangier
31270,Lino Ventura,Francis Blanche,Bernard Blier,Georges Lautner
33336,Hardy Krüger,Lino Ventura,Charles Aznavour,Denys de La Patellière
116723,Craig Roberts,Imogen Poots,Kevin McKidd,Simon Aboud
3057,Luke Goss,Alec Newman,Julie Delpy,Kevin Connor
208763,Jason Flemyng,Aleksey Chadov,Agniya Ditkovskite,Oleg Stepchenko
80145,Jordi Mollà,Pepón Nieto,Roberto Correcher,Dunia Ayaso Félix Sabroso
125458,Patrick Swayze,Philip Casnoff,Kirstie Alley,Kevin Connor
199591,Michael Keaton,Michelle Monaghan,Andrew W. Walker,Joseph Ruben
24023,Jakob Eklund,Joel Kinnaman,Mikael Tornving,Anders Nilsson
24026,Jakob Eklund,Joel Kinnaman,Mikael Tornving,Anders Nilsson
11752,Emilia Schüle,Selina Shirin Müller,Henriette Nagel,Ute Wieland
212756,Taylor Schilling,Aidan Quinn,Michael Ironside,Wiebke von Carolsfeld
42863,Damon Albarn,Graham Coxon,Dave Rowntree,Will Lovelace Dylan Southern
20693,Elsa Pataky,Jenny Cavallo,Javier Gutiérrez,Nicolás López
264048,Martti Suosalo,Pamela Tola,Mikko Kouki,Arto Halonen
289394,Adrien Brody,Kristen Connolly,Evan Jones,Uli Edel
107255,Jennifer Beals,Gil Bellows,Lauren Lee Smith,Terry Miles
64926,Ingrid Bergman,Gunnar Sjöberg,Olof Widgren,Per Lindberg
142563,,,,PES
157301,,,,Minkyu Lee
9755,Joe Lando,Dominic Zamprogna,Natassia Malthe,Matthew Hastings
123634,Aaron C. Peer,Charlie Alberto,Joan Alberto,Aaron C. Peer
8767,Jean-Paul Belmondo,Raquel Welch,Dany Saval,Claude Zidi
96546,Ingrid Bergman,Mathias Wieman,Renate Mannhardt,Roberto Rossellini
120539,Ingrid Bergman,Michael Redgrave,Ralph Richardson,Alex Segal
78358,Ingrid Bergman,Liza Minnelli,Charles Boyer,Vincente Minnelli
43900,Fernandel,Orane Demazis,Henri Poupon,Marcel Pagnol
43629,Jeremy Theobald,,,Christopher Nolan
187156,,,,Shane O'Sullivan
43153,Fernandel,Robert Le Vigan,Marguerite Moreno,Marcel Pagnol
84875,Raimu,Fernandel,Josette Day,Marcel Pagnol
67756,Fernandel,Hélène Perdrière,Marcel Vallée,Marcel Pagnol
65703,Jacqueline Pagnol,Rellys,Henri Poupon,Marcel Pagnol
50107,Kay Francis,Ricardo Cortez,Gene Raymond,Robert Florey
88209,Anna May Wong,Charles Bickford,Buster Crabbe,Robert Florey
23107,Faye Emerson,Julie Bishop,Frank Wilcox,Robert Florey
101598,Dane Clark,Raymond Massey,Alan Hale,Robert Florey
36635,Faye Emerson,Zachary Scott,Richard Erdman,Robert Florey
37482,John Payne,Sonny Tufts,Ellen Drew,Robert Florey
274007,Lacey Chabert,Warren Christie,Matthew Kevin Anderson,Anne Wheeler
50327,Ashley Olsen,Mary-Kate Olsen,Rhea Perlman,Jeff Franklin
13654,Barry Bostwick,Jason Alexander,Martin Short,Jim Kammerud Brian Smith
65611,Madeleine Robinson,Gérard Philipe,Jean Servais,Yves Allégret
54518,Justin Bieber,Miley Cyrus,Usher Raymond,Jon M. Chu
19824,Jonathan Bennett,Kristin Cavallari,Jerry Shea,Harvey Glazer
101660,Marc Singer,Faye Grant,Jane Badler,Kenneth Johnson
4226,Aimee Graham,Chris Palermo,Kim Greist,John Blanchard
230222,Kellan Lutz,Spencer Locke,Les Bubb,Reinhard Klooss
13360,Adrian Paul,Thekla Reuten,Cristian Solimeno,Brett Leonard
18729,Patrick Swayze,Philip Casnoff,Kirstie Alley,
15434,Michael Paré,Will Sanderson,Ralf Moeller,Uwe Boll
85373,Tom Conti,Falk Hentschel,George Sampson,Max Giwa Dania Pasquini
24655,James Brolin,Kathleen Lloyd,John Marley,Elliot Silverstein
244688,Ross Nathan,Sam Pancake,Ben Begley,Josh Stolberg
29988,Aamir Khan,Ajay Devgn,Juhi Chawla,Indra Kumar
78383,Paz de la Huerta,Katrina Bowden,Kathleen Turner,Douglas Aarniokoski
125509,Camilla Arfwedson,Doug Bradley,Simon Ginty,Declan O'Brien
50326,Mary-Kate Olsen,Ashley Olsen,Martin Mull,
25373,Jared Rushton,Ned Beatty,Pamela Sue Martin,Mark Griffiths
200085,Jang Hyuk,MinAh Park,Yoo Hae-jin,Kim Sung-su
151044,,,,David Morris Jacqui Morris
5139,Bertille Noël-Bruneau,Isabelle Carré,Kate Winslet,Luc Jacquet
115520,Luis Ziembrowski,Paula Ituriza,Cristina Banegas,Mariano Galperin
257648,Fan Bingbing,Huang Xiaoming,Vincent Zhao,Jacob Cheung Chi-Leung Zhang Zhiliang
181330,Kevin Hart,David Terrell,David Jason Perez,Leslie Small
121734,Fiona Glascott,Lewis Macleod,Kerry Shale,Enrique Gato
140161,Marc Singer,Faye Grant,Jane Badler,Richard T. Heffron
70008,Michael Jai White,Steve Austin,Michael Shanks,Adamo P. Cultraro
18015,John Barrowman,Jenny McShane,Ryan Cutrona,David Worth
60575,Ruta Gedmintas,Joshua Bowman,Courtney Hope,Patrik Syversen
250225,Sidse Babett Knudsen,Chiara D'Anna,Eugenia Caruso,Peter Strickland
256876,Vyacheslav Fetisov,Vladimir Pozner,Vladimir Krutov,Gabe Polsky
161529,Pamela Tola,Espen Klouman-Høiner,Laura Birn,Eirik Svensson
33932,Anthony Hopkins,Alec Baldwin,Jennifer Love Hewitt,Alec Baldwin
174645,Kellan Lutz,Mickey Rourke,Ario Bayu,Conor Allyn
19033,Jeremy Sumpter,Justin Long,Joey Kern,Tim Skousen
72359,Craig Robinson,Kerry Washington,David Alan Grier,Tina Gordon Chism
9817,Izabella Miko,Columbus Short,Jacqueline Bisset,David Petrarca
24116,Tim Daly,Tom Arnold,Zoe Saldana,Tennyson Bardwell
10055,Christine Taylor,Shane Brolly,Chloë Grace Moretz,Michael Hurst
39227,Mary-Kate Olsen,Ashley Olsen,Leslie Danon,Steve Purcell
53459,David Schofield,Eliza Bennett,Ruth Gemmell,Johannes Roberts
239562,Wendi McLendon-Covey,Tyler Perry,Ryan Eggold,Tyler Perry
209901,Clancy Brown,James Tupper,Anne Heche,Anthony Leonardi III
14025,Alex A. Quinn,Kelsey Crane,Jim Devoti,George Bessudo
25597,Chun Jung-myung,Eun Won-jae,Shim Eun-kyung,Yim Pil-sung
32304,Rosie Fellner,Vivienne Harvey,Paris Hilton,Andrew Green
161321,Christopher Walken,Jordan Prentice,Christian Slater,Leone Marucci
15426,Emmanuelle Vaugier,Luke Goss,Charlie Murphy,Matthew Leutwyler
15616,Jessica Simpson,Vivica A. Fox,Steve Guttenberg,Steve Miner
51250,50 Cent,Val Kilmer,AnnaLynne McCord,Jessy Terrero
19066,Richard Tillman,Jessie Ward,Graham Norris,Shawn Papazian
52916,Lee Van Cleef,William Berger,Ignazio Spalla,Gianfranco Parolini
77879,John Cena,Ethan Embry,Boyd Holbrook,Michael Pavone
293262,Muhammad Ali,Muhammad Ali Jr.,Hana Ali,Clare Lewins
209416,Shep Gordon,Alice Cooper,Sylvester Stallone,Mike Myers Beth Aala
91259,Lola Falana,Gene Washington,Alex Dreier,Matt Cimber
270303,Maika Monroe,Keir Gilchrist,Daniel Zovatto,David Robert Mitchell
194817,Oliver Reed,Hayley Mills,Noel Harrison,Jonathan Miller
269173,Ian Somerhalder,Alexis Knapp,Noel Clarke,Noel Clarke
54415,Patrick Stewart,Said Faraj,Lorna Raver,Shahin Sean Solimon
152273,Joseph W. Sarno,Peggy Steffans,John Waters,Wiktor Ericsson
24745,Angela Lansbury,George Hearn,Cris Groenendaal,Terry Hughes
75074,Brian Presley,Kurt Russell,Melanie Lynskey,Don Handfield
98582,Antonio de la Torre,Mario Casas,Julián Villagrán,Alberto Rodríguez
28635,John Novak,A.J. Cook,Tobias Mehler,Chris Angel
31183,Randy Quaid,Whoopi Goldberg,Roger Daltrey,John Henderson
119738,Kevin Durant,Taylor Gray,Jim Belushi,John Whitesell
287084,Addison Timlin,Spencer Treat Clark,Joshua Leonard,Alfonso Gomez-Rejon
110393,Ricardo Darín,Jérémie Renier,Martina Gusman,Pablo Trapero
139662,Suriya ,Kajal Agarwal,Sachin Khedekar,K. V. Anand
14440,Jason Behr,Mia Blake,David Fane,Peter Burger
19288,Warwick Davis,Tangi Miller,Laz Alonso,Steven Ayromlooi
26588,Ashley Greene,Peter Mooney,Barbara Niven,Lee Demarbre
38166,Steve Austin,Adam Beach,John Tench,Robert Lieberman
18616,Stephen Martines,Valerie Cruz,Mircea Monroe,Dave Payne
22175,Drew Seeley,Shannon Woodward,Dave Franco,Nicholaus Goossen
27770,Michael Gross,Alexis Arquette,Hilary Swank,Adam Grossman
37526,Corbin Bernsen,Jillian McWhirter,Jeff Doucette,Brian Yuzna
16191,Patrick Bergin,Adam Storke,Chad Lowe,Ate de Jong
146631,Bianca Bree,Sean Brosnan,Simon Phillips,Dominic Burns
38602,Ricky Schroder,Alec Guinness,Connie Booth,Jack Gold
30934,Bryant Haliday,Jill Haworth,Anna Palk,Jim O'Connolly
29919,Elisha Cuthbert,Tim Allen,Jenna Elfman,Howard Michael Gould
65762,Mandy Moore,Martin Freeman,Melissa George,Jonathan Newman
115531,Laurence Olivier,Julie Harris,George C. Scott,Marc Daniels
253153,Mariko Miyamitsu,Edoardo Ponti,Christopher Lee,Michel Comte
68189,Samuli Edelmann,Matleena Kuusniemi,Laura Malmivaara,Aku Louhimies
86240,Eva Marie Saint,Warren Beatty,Karl Malden,John Frankenheimer
9076,Christoph M. Ohrt,Katja Riemann,Ulrike Folkerts,Rainer Matsutani
56624,Robert Gwisdek,Jacob Matschenz,Anna Brüggemann,Dietrich Brüggemann
222715,Satomi Hanamura,Shinji Ogawa,Shinji Ogawa,Makoto Shinkai
92968,Michael Nathanson,John Conor Brooke,Emilea Wilson,Andrew Bowler
98612,Sandra Hüller,Georg Friedrich,Felix Knopp,Jan Schomburg
114982,Jessica Erickson,Héloïse Godet,Zoé Bruneau,Jean-Luc Godard
59298,Aya Ueto,Hiroyuki Amano,Mayuko Fukuda,Masayuki Kojima
38020,Mary Appleseth,Derna Wylde,Max Thayer,James K. Shea
160704,Ha Jung-woo,Han Seok-kyu,Ryoo Seung-bum,Ryoo Seung-wan
242452,Song Kang-ho,Kim Young-ae,Oh Dal-su,Yang Woo-Seok
118139,Edward G. Robinson,Loretta Young,Dudley Digges,William A. Wellman
269165,Heini Göbel,Herbert Bötticher,Siegfried Lowitz,Günter Gräwert
185207,Wendy Delorme,Brenda Velez,Judy Minx,Todd Verow
276819,Keith Scott,Kim Deacon,Robyn Moore,Yoram Gross
3483,Christopher Lee,Richard Greene,Howard Marion-Crawford,Jesús Franco
63139,Ray Liotta,50 Cent,Mario Van Peebles,Mario Van Peebles
44678,Jessica Lowndes,Julianna Guill,Ryan Donowho,Kaare Andrews
19254,Sid James,Hattie Jacques,Kenneth Connor,Gerald Thomas
19300,Elke Sommer,Kenneth Williams,Bernard Bresslaw,Gerald Thomas
26190,Sid James,Kenneth Williams,Kenneth Connor,Gerald Thomas
61411,Omar Sharif,Jack Palance,Woody Strode,Richard Fleischer
47212,James Russo,Richard Panebianco,David Caruso,Abel Ferrara
88359,Cliff Gorman,Joseph Bologna,Charlene Dallas,Aram Avakian
25441,Dick Van Dyke,Edward G. Robinson,Dorothy Provine,Jerry Paris
47891,Brian Krause,Danielle Harris,Lance Henriksen,Mark Vadik
114286,Geraldine Chaplin,Ángela Molina,Dominika Paleta,Henning Carlsen
234567,Walt Disney,Marcellite Garner,Billy Bletcher,Lauren MacMullan
277432,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Farah Khan
46967,Bill Burr,,,Shannon Hartman
32836,Bill Burr,,,
23338,Leo Gorcey,Bobby Jordan,Kenneth Howell,Joseph H. Lewis
63472,Ellen Barkin,James Caan,Andy García,Douglas McGrath
209369,Anthony Michael Hall,Michael Paré,Deborah Moore,Fritz Kiersch
177566,Ben Cross,Jane March,Jamie Atkins,Mark Atkins
113237,Beatrice Pearson,Mel Ferrer,Susan Douglas Rubes,Alfred L. Werker
23178,Susan Walters,Dale Midkiff,Jon Cypher,Larry Peerce
86131,Mel Harris,Dwight Schultz,Ashley Peldon,Larry Peerce
61550,Erik von Detten,Robert Hays,Bess Armstrong,Larry Peerce
15671,Ashley Tisdale,Robbie Amell,Kevin Pollak,Stephen Herek
174594,Norma Talmadge,Ralph Lewis,Ninon Fovieri,Chester M. Franklin Sidney Franklin
64084,Shannon Tweed,Andrew Stevens,Kim Morgan Greene,Andrew Stevens
58231,Nicholas D'Agosto,Josh Gad,Bret Harrison,Phil Dornfeld
86901,John Carradine,Claudia Drake,Robert Shayne,William Beaudine
68659,Omar Sharif,Leigh Taylor-Young,Jack Palance,John Frankenheimer
147764,Ernest Borgnine,Barry Corbin,Carla Ortiz,Elia Petridis
109161,Michael Keaton,Rae Dawn Chong,Joe Pantoliano,Roger Young
237925,Lee Van Cleef,Karen Black,Edward Albert,Antonio Margheriti
15558,Brendan Fraser,Yasiin Bey,Scott Glenn,Eric Eason
29077,Sting,Jennifer Beals,Anthony Higgins,Franc Roddam
38157,Michael Trucco,Tara Spencer-Nairn,Jason Thompson,Chris Angel
91979,Damian Lewis,Bob Hoskins,Rebekah Staton,Ellen Perry
243568,Christina Ricci,Clea DuVall,Gregg Henry,Nick Gomez
31179,Piper Laurie,Mel Gibson,Alwyn Kurts,Michael Pate
36251,Mary-Kate Olsen,Ashley Olsen,Kathryn Greenwood,David Steinberg
32845,Stormy Daniels,Ja Rule,Dave Bautista,David DeFalco
29083,Jim Varney,Corey Haim,Brigitte Nielsen,John Shepphird
111443,Maribel Verdú,Daniel Grao,Clara Lago,Jorge Torregrossa
47914,Charles Bronson,Jack Warden,Will Sampson,J. Lee Thompson
42185,Casper Van Dien,Ernie Hudson,Bentley Mitchum,Bob Misiorowski
14862,Paul Wesley,Kaley Cuoco,Jason London,Jeff Fisher
26817,Tony Curtis,Natalie Wood,Henry Fonda,Richard Quine
13903,Bijou Phillips,Crispin Glover,Brad Dourif,Jeremy Kasten
41275,Frayne Rosanoff,Robert Englund,Casper Van Dien,Richard Clabaugh
269495,Anu Sinisalo,Ville Virtanen,Wanda Dubiel,Samuli Valkama
229839,Cassi Thomson,Graham Wardle,Kaitlyn Wong,Steven R. Monroe
254188,Naya Rivera,Catalina Sandino Moreno,Ashley Rickards,Nicholas McCarthy
167683,Miranda Otto,Glória Pires,Tracy Middendorf,Bruno Barreto
215931,Emory Cohen,Callan McAuliffe,Zoe Levin,Aron Gaudet Gita Pullapilly
4344,Svenja Steinfelder,Eva Löbau,Chris O'Dowd,Sonja Heiss
3539,Matthias Schweighöfer,Jessica Schwarz,Florian Lukas,Hendrik Hölzemann
12115,Sabine Timoteo,Florian Stetter,Dierk Prawdzik,Philip Gröning
80472,Joonas Makkonen,Pihla Maalismaa,Risto Salmi,Raimo O. Niemi
48193,Miles O'Keeffe,Savina Geršak,Elisabeth Kaza,Alfonso Brescia
260872,Mario Merola,Antonio Sabàto,Gianni Garko,Alfonso Brescia
292133,John Richardson,Yanti Somer,Walter Maestosi,Alfonso Brescia
47605,John Richardson,Yanti Somer,West Buchanan,Alfonso Brescia
168320,Demos Murphy,Matthew Sunderland,Catherine Wilkin,Daniel Borgman
158013,Robert Woods,Ignazio Spalla,Malisa Longo,Alfonso Brescia
67298,Roger Daltrey,Sara Kestelman,Paul Nicholas,Ken Russell
29352,Aldo Canti,Marc Hannibal,Elliot Ngok,Alfonso Brescia
96106,Lincoln Tate,Paola Tedesco,Mirta Miller,Alfonso Brescia
105083,Giorgio Ardisson,Françoise Prévost,Eduardo Fajardo,Alfonso Brescia
211179,Mark Forest,Marilù Tolo,Paolo Gozlino,Alfonso Brescia
112481,Sam Chew Jr.,Elisabeth Chauvet,Dan Priest,John McCauley
240334,Paulo Gracindo,Nelson Xavier,Irma Álvarez,Andrea Tonacci
48594,Andoni Gracia,Mónica López,Francesc Garrido,Guillem Morales
216440,Andrés Almeida,Daniela Rincón,Camila Selser,Mariana Chenillo
276120,Jane Fonda,Rosie O'Donnell,Molly Shannon,Katie Green Carlye Rubin
317247,Nicholas Hope,,,Tim Nicholls
287169,Donald Meek,John Hamilton,Robert Middlemass,Joseph Henabery
70738,Loretta Young,Ricardo Cortez,Franchot Tone,William A. Wellman
58448,Steve Austin,Daniel Magder,Janet Kidder,Anne Wheeler
295689,Pete Smith,Theodore Lorch,,Jules White
174442,Rochelle Hudson,Carman Maxwell,,Hugh Harman
201783,Johnny Tapia,,,Eddie Alcazar
151509,R. Kelly,LeShay N. Tomlinson,Rolando Boyce,R. Kelly Jim Swaffield
247691,Ray Milland,Ernest Borgnine,Frank Lovejoy,Philip Dunne
262176,Warner Baxter,Lois Wilson,Neil Hamilton,Herbert Brenon
218582,Eddie Albert,Joan Leslie,Jane Darwell,Ray Enright
79631,Henri Poupon,André Pollack,Annie Toinon,Marcel Pagnol
137654,,,,Kief Davidson
167882,Marie Osmond,Timothy Bottoms,Bethel Leslie,Don Chaffey
257925,Kazuo Hasegawa,Shintarô Katsu,Raizô Ichikawa,Kunio Watanabe
45627,Viveca Lindfors,Kent Smith,Janis Paige,Richard L. Bare
104606,Wong Yu,Kong Yeung,Shut Chung-Tin,Liu Chia-Liang
186691,Kay Francis,William Gargan,Victor Jory,John Farrow
258200,Chief Thundercloud,Lynne Roberts,Stanley Andrews,John English William Witney
287299,Katt Williams,Phedra Syndelle,Christina Ingram,Spike Lee
241552,Johnny Nash,Estelle Hemsley,Ruby Dee,Philip Leacock
90949,Ed Bishop,Joan Blackman,Candice Rialson,Raphael Nussbaum
218369,Lily Pons,Jack Oakie,Gene Raymond,Leigh Jason
76380,Gösta Ekman,Björn Berglund,Håkan Westergren,Gustaf Molander
102517,Sebastian Maniscalco,,,Manny Rodriguez
125229,Raizô Ichikawa,Shintarô Katsu,Chitose Maki,Kazuo Mori
39766,Darren McGavin,Broderick Crawford,Mako,George McCowan
40502,Rebecca Breeds,Xavier Samuel,Lachlan Buchanan,Dan Castle
44025,John Mills,Phyllis Calvert,Eileen Moore,Anthony Kimmins
262454,Bernard Blier,Simone Signoret,Jacques Baumer,Yves Allégret
87936,Ginger Rogers,Herbert Lom,Stanley Baker,David Miller
205608,Frances Marion,Uma Thurman,Kathy Bates,Bridget Terry
200358,Gaku Hamada,Bengaru,Kana Kurashina,Yoshihiro Nakamura
132709,Nicholas Chirls,Tanya Villanueva Tepper,Ling Young,James Whitaker
54602,Ashley Greene,Shiloh Fernandez,Brett Cullen,Anthony Burns
30178,Michael J. Fox,Geena Davis,Hugh Laurie,Audu Paden
73290,Nathalie Kelley,Nick Eversman,Klaus Stiglmeier,Andy Fetscher
29812,Treat Williams,BD Wong,Angel David,Steven Pearl
176570,Dallas Roberts,Alison Eastwood,Anne Dudek,Matthew Arnold
24330,Dennis Chan,Tim Chiou,Amy Smart,Eduardo Sánchez
16174,Bridget Fonda,Chelsea Hobbs,Jeremy Guilbaut,David Wu
56913,Cuba Gooding Jr.,Christian Slater,Devon Bostick,Damian Lee
44919,Bette Davis,Miriam  Hopkins,George Brent,Edmund Goulding
50687,Robert Davi,Robert Z'Dar,Caitlin Dulany,Joel Soisson William Lustig
74911,Lawrence Tierney,Anne Jeffreys,Lowell Gilmore,Phil Rosen
25507,Robert Sterling,Charles Winninger,Donna Reed,Edward Buzzell
108789,Spiros Focás,George Eastman,Horst Frank,Ferdinando Baldi
171363,Ving Rhames,Steven Bauer,Kristen Quintrall,Alfonso Rodríguez
81649,Renu Devi,Sampat Pal Devi,Niranjan Pal,Kim Longinotto
208447,Kuno Becker,Ana Serradilla,Hernán Mendoza,Kai Parlange Tessman
94720,Prisia Nasution,Oka Antara,Slamet Rahardjo,Ifa Isfansyah
52448,Gilda Radner,Catherine O'Hara,John Leach,John Leach
137651,,,,Sari Gilman
193873,Eleanor Parker,Bill Travers,George Sanders,Ronald Neame
213955,Van Williams,Bruce Lee,Charles Bateman,William Beaudine Norman Foster E. Darrell Hallenbeck
142897,Bob Costas,Billy Crystal,Skip Bayless,George Roy
185110,Yoshio Harada,Reiko Kataoka,Sho Aikawa,Rokuro Mochizuki
45235,Victor Mature,Anita Ekberg,Trevor Howard,John Gilling
237549,Jack Lemmon,Bethel Leslie,Peter Gallagher,Jonathan Miller
177440,Sterling Hayden,Rhonda Fleming,Helena Carter,Sidney Salkow
121369,Ernest Borgnine,Anne Baxter,John Mills,Leslie Norman
75337,Tim Armstrong,Dicky Barrett,Clem Burke,Mandy Stein
270672,Brandon Baker,Mike Schminke,Sasha Jackson,Thomas Beecher Joe Clarke
185078,Carla Del Poggio,John Kitzmiller,Pierre Claudé,Alberto Lattuada
259593,Fred MacMurray,Joan Leslie,June Haver,Gregory Ratoff
97024,Robert Montgomery,Irene Purcell,C. Aubrey Smith,Sam Wood
248553,Jack Holt,Dorothy Revier,Ralph Graves,Frank Capra Irvin Willat
248469,Shirley MacLaine,Laurence Harvey,Jack Hawkins,Charles Walters
124998,Michael Andrew,Alec Baldwin,Richard Belzer,Gregg Barson
65615,Sandrine Bonnaire,Simon de La Brosse,Abdellatif Kechiche,André Téchiné
104485,Richard Arlen,Fay Wray,Clive Brook,Merian C. Cooper Ernest B. Schoedsack Lothar Mendes
87914,Dennis O'Keefe,Judith Anderson,Frances E. Neal,Frank Woodruff
74759,Burgess Meredith,Dulcie Gray,Michael Shepley,Anthony Kimmins
170368,Rui Gomes,Isabel Ruth,Paulo Renato,Paulo Rocha
29236,John Hodiak,George Murphy,Frances Gifford,Arch Oboler
290379,Lionel Barrymore,Lewis Stone,Benita Hume,Clarence Brown
174762,Charles Bickford,Kay Francis,Kay Johnson,William C. de Mille
37066,Steve Cochran,Mamie Van Doren,Ray Danton,Charles F. Haas
74420,Lawrence Tierney,Barton MacLane,Marian Carr,Gordon Douglas
205673,Betsy Drake,Dennis Morgan,Zachary Scott,Bretaigne Windust
94792,Jennifer Tilly,Jason Flemyng,Elizabeth Hurley,Guy J. Louthan
44669,George Raft,Nina Foch,George Macready,Ted Tetzlaff
26385,Louis Hayward,Dennis O'Keefe,Louise Allbritton,Gordon Douglas
253794,Judd Nelson,Jessica Morris,Rib Hillis,Matt Hish
235092,Richard Todd,Robert Morley,Dudley Sutton,Sidney J. Furie
79877,Jean-Paul Belmondo,Philippe Noiret,Robert Morley,Jean Becker
194481,Ursula Andress,John Derek,Richard Jaeckel,John Derek
149957,Johnny Weissmuller,Karin Booth,Richard Wyler,Lee Sholem
100540,Chadwick Boseman,Tory Kittles,Billy Zane,Mischa Webley
55190,Fiona Perry,Bobbi Jo Lathan,Bill Oberst Jr.,Rachel Goldenberg
